time,IL1,IL2,IL3,Io,Uo,U1,U2,U3,67-1(1) pick up,67-2 pick up,67N-1(1) pick up,67N-2 pick up,67-1(1) trip,67-2 trip,67N-1(1) trip,67N-2 trip,50-51 pick up,67NIEF,50N-51N pick up,46D,49F,59 (1),59 (2),59 (3),47U+,47O-,27 (1),27 (2),27 (3),59G (1),59G (2),59G (3),Binary ch 25 input,Binary ch 26 input,FAZ GENEL ACMA,46 (1)/ 46 (2),TOPRAK GENEL ACMA,50N-51N-OPER,Binary ch 32 input,68-BLK,49F-OPER,59(1)/ 59(2)/ 59(3),27(1)/ 27(2)/ 27(3),59(1)(2)(3)/ 47U+/47O-,60,Binary ch 39 input,Binary ch 40 input,Binary ch 41 input,KESICI KAPALI,KESICI ACIK,Binary ch 44 input,Binary ch 45 input,Binary ch 46 input,Binary ch 47 input,Binary ch 48 input,Binary ch 49 input,79 AKTIF,79 HAZIR,79 CALISIYOR,79 NIHAI ACMA,Unused BI
0.0,-11.71875,4.6875,4.6875,0.0,0.0,-24.117212295532227,21.53322410583496,2.460939884185791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0006249999860301614,-11.71875,0.0,7.03125,0.0,0.0,-25.59377670288086,18.210956573486328,7.259772777557373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0012499999720603228,-16.40625,2.34375,11.71875,0.0,0.0,-25.83987045288086,13.41212272644043,12.427746772766113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0018749999580904841,-18.75,2.34375,11.71875,0.0,0.0,-25.47072982788086,8.367196083068848,16.980485916137695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0024999999441206455,-14.0625,-2.34375,11.71875,0.0,0.0,-24.363306045532227,3.6914100646972656,20.54884910583496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0031250000465661287,-9.375,-4.6875,11.71875,-2.34375,0.0,-22.394554138183594,-0.9843760132789612,23.255882263183594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0037499999161809683,-2.34375,-9.375,9.375,0.0,0.0,-19.564472198486328,-5.660161972045898,25.224634170532227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0043750000186264515,-2.34375,-11.71875,11.71875,0.0,0.0,-15.011734008789062,-10.828136444091797,25.83987045288086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.004999999888241291,-4.6875,-11.71875,14.0625,-2.34375,0.0,-9.96680736541748,-15.750016212463379,25.59377670288086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.005625000223517418,-2.34375,-14.0625,11.71875,0.0,0.0,-5.16797399520874,-19.687519073486328,24.855493545532227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0062500000931322575,2.34375,-14.0625,7.03125,0.0,0.0,-0.6152349710464478,-22.640647888183594,23.132835388183594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.006874999962747097,4.6875,-11.71875,2.34375,0.0,0.0,4.060551166534424,-24.855493545532227,20.67189598083496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.007499999832361937,9.375,-14.0625,0.0,0.0,-0.12304700165987015,8.982431411743164,-25.83987045288086,16.734392166137695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.008124999701976776,11.71875,-18.75,2.34375,0.0,-0.12304700165987015,14.027358055114746,-25.83987045288086,11.689464569091797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
